method_id	run_id	seed	commit	validation_loss	n_runs	validation_loss_mean	validation_loss_std	delta	p_at_l	train_loss	training_seconds	actual_steps	model_tokens_M	params_M	memory_GB	evaluation_seconds	status	description
r26_valueres	r26_valueres-seed43-kn056-20260906T163327Z	43	NA	2.6035686023533344	2	2.6003530491143465	0.004547479001109455	-0.009400630369782448	0.11107025250545471	2.642250292301178	3600.1737673897296	10862	657.152066	142.359616	15.936265468597412	259.42483327072114	discard	Identity value residual: mix first-layer and current attention values equally in layers2-24 with intact cross-layer gradients and cached first QKV; retain accepted R22 shapes,142359616 parameters, batch256, sqrt-count MLM and optimizer recipe.
r27_cwd	r27_cwd-seed42-kn081-20260906T175504Z	42	NA	2.5987412109971046	2	2.599075138568878	0.0004722449008524399	-0.008122719824314117	0.09249408040267994	2.6438844442367553	3600.238950729836	11014	665.997433	142.359616	17.111530780792236	313.19032518332824	discard	Muon-only cautious weight decay: gate decay by pre-update weight times native orthogonalized update >=0; retain all R22 momentum/NS/shape scaling, AdamW groups,142359616-parameter model, batch256 and sqrt-count MLM.
r27_cwd	r27_cwd-seed43-kn056-20260906T175504Z	43	NA	2.5994090661406517	2	2.599075138568878	0.0004722449008524399	-0.008122719824314117	0.09830363228310703	2.646044704914093	3600.124406354036	10959	663.023793	142.359616	17.080778121948242	252.31663672905415	discard	Muon-only cautious weight decay: gate decay by pre-update weight times native orthogonalized update >=0; retain all R22 momentum/NS/shape scaling, AdamW groups,142359616-parameter model, batch256 and sqrt-count MLM.
r28_ema	r28_ema-seed42-kn081-20260906T192318Z	42	NA	2.5787397138774395	2	2.584854794666171	0.008648030186431356	0.0060976240783929825	0.10907910386529514	2.643080554008484	3600.295399359893	11060	668.780038	142.359616	17.63269329071045	258.1966576660052	discard	Evaluate predeclared EMA weights: initialize after warmup step554, decay0.999 every later update within the hour; preserve online R22 model/Muon+AdamW, batch256 and sqrt-count MLM, retain online weights with optimizer state.
r28_ema	r28_ema-seed43-kn056-20260906T192318Z	43	NA	2.5909698754549026	2	2.584854794666171	0.008648030186431356	0.0060976240783929825	0.10563076491962989	2.6457286143302916	3600.2435569376685	11100	671.53381	142.359616	17.601140022277832	240.28135050274432	discard	Evaluate predeclared EMA weights: initialize after warmup step554, decay0.999 every later update within the hour; preserve online R22 model/Muon+AdamW, batch256 and sqrt-count MLM, retain online weights with optimizer state.
r29_tied	r29_tied-seed42-kn081-20260906T204223Z	42	NA	2.584416225552559	2	2.580568107776344	0.005442060348732356	0.010384310968220234	0.09017804768897014	2.6410908794403074	3600.193862488959	11160	674.846645	142.310464	17.110797882080078	252.23476560087875	keep	Tie input embedding and output vocabulary projection after unchanged initialization; one AdamW-owned64x768 parameter receives both gradients, separate output bias and R22 FFN1536/model/optimizer/batch256/sqrt-count MLM remain.
r29_tied	r29_tied-seed43-kn056-20260906T204223Z	43	NA	2.5767199900001287	2	2.580568107776344	0.005442060348732356	0.010384310968220234	0.10035763870166096	2.645231456756592	3600.2068086382933	11129	673.284777	142.310464	17.080045223236084	254.33713495964184	keep	Tie input embedding and output vocabulary projection after unchanged initialization; one AdamW-owned64x768 parameter receives both gradients, separate output bias and R22 FFN1536/model/optimizer/batch256/sqrt-count MLM remain.
r30_tiedema	r30_tiedema-seed42-kn081-20260906T220018Z	42	NA	2.58316096290946	2	2.5869988705962896	0.0054276211018503264	-0.006430762819945812	0.09185203163891031	2.6425227165222167	3600.1500850399025	11128	672.908269	142.310464	17.63177728652954	245.15953433606774	discard	Add predeclared EMA to accepted tied embeddings: decay0.999 from post-update step554 through final step within the hour, preserve one shadow per shared parameter; evaluate EMA only and retain online weights with optimizer state.
r30_tiedema	r30_tiedema-seed43-kn056-20260906T220018Z	43	NA	2.590836778283119	2	2.5869988705962896	0.0054276211018503264	-0.006430762819945812	0.10199148437284061	2.6454218888282774	3600.0016139177606	11015	666.422424	142.310464	17.600407123565674	278.40567915607244	discard	Add predeclared EMA to accepted tied embeddings: decay0.999 from post-update step554 through final step within the hour, preserve one shadow per shared parameter; evaluate EMA only and retain online weights with optimizer state.
r31_blockmask	r31_blockmask-seed42-kn081-20260906T232633Z	42	NA	2.5998803228139877	2	2.604764511808753	0.006907286317590475	-0.02419640403240919	0.09761908639493713	2.6795226526260376	3600.2314088740386	11144	673.885943	142.310464	17.11080026626587	237.19181020883843	discard	Preserve frozen per-sequence 15% mask budgets while clustering targets into randomly rotated blocks of three canonical residues with independent RNG; retain R29 tied model, batch256, sqrt-count loss and optimizer.
r31_blockmask	r31_blockmask-seed43-kn056-20260906T232633Z	43	NA	2.6096487008035183	2	2.604764511808753	0.006907286317590475	-0.02419640403240919	0.10034457982498429	2.676665461063385	3600.2555246618576	11103	671.709999	142.310464	17.080047607421875	259.6009616618976	discard	Preserve frozen per-sequence 15% mask budgets while clustering targets into randomly rotated blocks of three canonical residues with independent RNG; retain R29 tied model, batch256, sqrt-count loss and optimizer.
r32_muonplus	r32_muonplus-seed42-kn081-20260907T004927Z	42	NA	2.6005317233502865	2	2.602653347887099	0.003000430194223498	-0.022085240110754967	0.09593951281053063	2.644478180408478	3600.1338096330874	10544	637.538091	142.310464	17.110797882080078	243.24301876407117	discard	Apply Muon+ inspired column-then-row normalization after native NS5, restoring each matrix update Frobenius norm; retain native momentum/LR/decay, shared AdamW, R29 model, independent masking and sqrt-count loss.
r32_muonplus	r32_muonplus-seed43-kn056-20260907T004927Z	43	NA	2.604774972423911	2	2.602653347887099	0.003000430194223498	-0.022085240110754967	0.09740138807350918	2.6437914204597472	3600.214650895912	10409	629.748651	142.310464	17.080045223236084	276.38355308258906	discard	Apply Muon+ inspired column-then-row normalization after native NS5, restoring each matrix update Frobenius norm; retain native momentum/LR/decay, shared AdamW, R29 model, independent masking and sqrt-count loss.
r33_prope	r33_prope-seed42-kn081-20260907T020850Z	42	NA	2.5897035896778107	2	2.5922064632177353	0.003539597705066158	-0.011638355441391468	0.08796962214518318	2.6414264678955077	3600.085915972013	11180	676.059828	142.310464	17.110797882080078	259.19087512558326	discard	Apply p-RoPE0.75 to accepted tied model: preserve fastest24 of32 original base10000 frequencies and zero slowest8 pairs per head; same142310464 parameters, native Muon/AdamW, independent15% masks and sqrt-count loss.
r33_prope	r33_prope-seed43-kn056-20260907T020850Z	43	NA	2.59470933675766	2	2.5922064632177353	0.003539597705066158	-0.011638355441391468	0.0969139904079045	2.6446247196197508	3600.2845485270955	11203	677.750143	142.310464	17.080045223236084	271.35525360610336	discard	Apply p-RoPE0.75 to accepted tied model: preserve fastest24 of32 original base10000 frequencies and zero slowest8 pairs per head; same142310464 parameters, native Muon/AdamW, independent15% masks and sqrt-count loss.
r34_unigram	r34_unigram-seed42-kn081-20260907T033632Z	42	NA	2.598462041467428	2	2.603452483192086	0.00705755036924394	-0.022884375415742397	0.09291122257592382	2.6436605405807496	3600.191858904902	11240	679.697388	142.310464	17.110797882080078	268.18974323710427	discard	Initialize existing64-output trainable bias from add-one canonical unigram counts of65536 frozen training-only crops; same R29 tied142310464 model, native Muon/AdamW, independent15% masks and sqrt-count loss.
r34_unigram	r34_unigram-seed43-kn056-20260907T033632Z	43	NA	2.6084429249167442	2	2.603452483192086	0.00705755036924394	-0.022884375415742397	0.10056843590475721	2.6469493460655213	3600.2910483800806	11127	673.164779	142.310464	17.080045223236084	270.33429867075756	discard	Initialize existing64-output trainable bias from add-one canonical unigram counts of65536 frozen training-only crops; same R29 tied142310464 model, native Muon/AdamW, independent15% masks and sqrt-count loss.
