chain_id	precision_at_l
11as_B	0.12538226299694188
16vp_A	0.06109324758842444
1a04_A	0.5658536585365853
1a0e_A	0.35665914221218964
1a0g_B	0.24113475177304963
1a0p_A	0.23985239852398524
1a1s_A	0.5239616613418531
1a2o_A	0.5850144092219021
1a2z_A	0.36818181818181817
1a39_A	0.04477611940298507
1a3a_C	0.18493150684931506
1a3w_A	0.3699186991869919
1a59_A	0.029177718832891247
1a5i_A	0.32075471698113206
1a65_A	0.38095238095238093
1a6c_A	0.17058823529411765
1a6j_B	0.17197452229299362
1a6r_A	0.11546840958605664
1a6x_A	0.3448275862068966
1a78_A	0.3656716417910448
1a7j_A	0.27598566308243727
1a87_A	0.050505050505050504
1a8t_A	0.48695652173913045
1abe_A	0.6032786885245902
1ac0_A	0.4722222222222222
1ac5_A	0.35403726708074534
1ady_A	0.21428571428571427
1aei_A	0.17142857142857143
1af7_A	0.45985401459854014
1afp_A	0.19607843137254902
1ag4_A	0.1650485436893204
1agj_A	0.359504132231405
1ah1_A	0.49612403100775193
1ahs_A	0.23015873015873015
1aj8_A	0.0646900269541779
1ajo_B	0.0892018779342723
1ajz_A	0.4645390070921986
1ak7_A	0.06896551724137931
1akl_A	0.2531914893617021
1akn_A	0.3176470588235294
1ako_A	0.4291044776119403
1akp_A	0.10526315789473684
1al0_G	0.37142857142857144
1am2_A	0.1270718232044199
1am4_C	0.08040201005025126
1ao5_A	0.3008474576271186
1ao8_A	0.345679012345679
1aox_A	0.5522388059701493
1ap7_A	0.6607142857142857
1apj_A	0.24324324324324326
1aro_L	0.30201342281879195
1asp_A	0.36470588235294116
1atg_A	0.5541125541125541
1au1_A	0.10843373493975904
1aug_A	0.3952380952380952
1auo_A	0.6330275229357798
1aut_C	0.30833333333333335
1aw0_A	0.4444444444444444
1ax3_A	0.2037037037037037
1azz_A	0.3407079646017699
1b02_A	0.08960573476702509
1b06_A	0.07211538461538461
1b0u_A	0.3875968992248062
1b1j_A	0.0975609756097561
1b1y_A	0.272
1b25_D	0.07058823529411765
1b35_C	0.16666666666666666
1b3u_A	0.5450980392156862
1b54_A	0.3130434782608696
1b5s_A	0.13636363636363635
1b63_A	0.21021021021021022
1b65_A	0.14049586776859505
1b76_A	0.1832579185520362
1b87_A	0.49171270718232046
1b94_B	0.22131147540983606
1b9h_A	0.4088541666666667
1b9l_A	0.3445378151260504
1b9n_A	0.32170542635658916
1b9r_A	0.3238095238095238
1bag_A	0.36470588235294116
1bcj_1	0.14935064935064934
1bcp_A	0.11607142857142858
1bf2_A	0.35294117647058826
1bg6_A	0.38108882521489973
1bgp_A	0.061488673139158574
1bgx_T	0.13333333333333333
1bhe_A	0.5771276595744681
1bhg_A	0.3588235294117647
1bhu_A	0.06862745098039216
1bhy_A	0.2987551867219917
1bih_A	0.629156010230179
1bik_A	0.18181818181818182
1bla_A	0.0967741935483871
1ble_A	0.30434782608695654
1blx_A	0.28524590163934427
1bmv_2	0.19518716577540107
1bol_A	0.06756756756756757
1boo_A	0.45390070921985815
1bos_L	0.14492753623188406
1bou_D	0.2550335570469799
1boy_A	0.5023696682464455
1bp1_A	0.1162280701754386
1bpv_A	0.6634615384615384
1bqh_K	0.432
1bqs_A	0.5119617224880383
1bqx_A	0.22077922077922077
1bsg_A	0.2593984962406015
1buy_A	0.0963855421686747
1bvp_6	0.19197707736389685
1bw4_A	0.216
1bw9_A	0.32857142857142857
1bwd_A	0.09770114942528736
1bxn_I	0.23255813953488372
1bxr_A	0.32745098039215687
1by2_A	0.09821428571428571
1bys_A	0.47368421052631576
1c0p_A	0.32231404958677684
1c1k_A	0.11981566820276497
1c2y_T	0.6
1c3a_A	0.16296296296296298
1c3g_A	0.1588235294117647
1c3m_A	0.12413793103448276
1c4x_A	0.6619217081850534
1c7d_A	0.0528169014084507
1c7j_A	0.3649484536082474
1c7n_G	0.3553299492385787
1c7s_A	0.2568627450980392
1c89_A	0.03731343283582089
1c8b_A	0.25625
1c8n_C	0.3059360730593607
1c8o_A	0.04666666666666667
1c9k_B	0.45
1cb8_A	0.2019607843137255
1cbf_A	0.3054393305439331
1cby_A	0.06607929515418502
1ccw_C	0.6934306569343066
1ccw_D	0.2318840579710145
1cef_A	0.2680115273775216
1cen_A	0.5089820359281437
1cfb_A	0.624390243902439
1cfr_A	0.0706713780918728
1cfz_D	0.5493827160493827
1cg8_A	0.06382978723404255
1ci0_A	0.28780487804878047
1civ_A	0.4090909090909091
1cja_A	0.1743119266055046
1cjx_A	0.23796033994334279
1cjy_A	0.25098039215686274
1ckn_A	0.05993690851735016
1cne_A	0.4307692307692308
1coj_A	0.10426540284360189
1cpz_A	0.5
1cqx_A	0.3176178660049628
1cr5_A	0.07865168539325842
1cs8_A	0.18037974683544303
1ctt_A	0.3469387755102041
1cuo_A	0.49612403100775193
1cur_A	0.432258064516129
1cvr_A	0.44907407407407407
1cws_A	0.30726256983240224
1cwv_A	0.45454545454545453
1cx1_A	0.43137254901960786
1cxy_A	0.16049382716049382
1cz3_B	0.3273809523809524
1cz7_D	0.09863013698630137
1czf_A	0.5432835820895522
1d02_B	0.14
1d0i_H	0.5620915032679739
1d0k_A	0.17197452229299362
1d2p_A	0.2734584450402145
1d2z_D	0.026143790849673203
1d3u_B	0.26865671641791045
1d3y_B	0.3
1d4c_A	0.19411764705882353
1d4v_B	0.50920245398773
1d7c_A	0.22105263157894736
1d8u_A	0.06060606060606061
1d8v_A	0.049429657794676805
1dab_A	0.6313725490196078
1dam_A	0.49107142857142855
1dap_A	0.25625
1dbd_A	0.06
1dbf_A	0.33858267716535434
1dbt_A	0.5021097046413502
1dce_B	0.3373860182370821
1dcj_A	0.5555555555555556
1dcn_B	0.08851674641148326
1dd1_B	0.14859437751004015
1ddl_A	0.4308510638297872
1ddz_A	0.18087318087318088
1de3_A	0.15333333333333332
1de5_A	0.4316546762589928
1dek_A	0.27800829875518673
1deu_A	0.22181818181818183
1dfd_A	0.34375
1dfm_A	0.2825112107623318
1dfo_B	0.37889688249400477
1dhm_A	0.40963855421686746
1di7_A	0.4540540540540541
1die_A	0.5114503816793893
1diq_A	0.18627450980392157
1dix_A	0.1201923076923077
1djg_B	0.31176470588235294
1dl2_A	0.2568627450980392
1dl5_A	0.3659305993690852
1dlj_A	0.43283582089552236
1dlp_C	0.05128205128205128
1dm1_A	0.07534246575342465
1dmg_A	0.27325581395348836
1dml_E	0.10545454545454545
1dmu_A	0.08695652173913043
1doa_B	0.265
1dof_A	0.12207792207792208
1dq3_A	0.21365638766519823
1dq7_A	0.21875
1dqp_A	0.34347826086956523
1dqx_A	0.30337078651685395
1dr9_A	0.535
1dro_A	0.14754098360655737
1drw_A	0.40441176470588236
1ds9_A	0.3686868686868687
1dun_A	0.225
1dvj_A	0.47280334728033474
1dw2_A	0.1875
1dxm_A	0.2900763358778626
1dxt_B	0.061224489795918366
1dys_A	0.4144927536231884
1e03_L	0.04018912529550828
1e0c_A	0.4354243542435424
1e0z_A	0.234375
1e2k_B	0.14240506329113925
1e2o_A	0.1391304347826087
1e3c_P	0.2515592515592516
1e3d_B	0.029411764705882353
1e3p_A	0.045098039215686274
1e4e_A	0.34017595307917886
1e4y_A	0.3598130841121495
1e51_B	0.5518394648829431
1e5d_A	0.5286783042394015
1e5k_A	0.43617021276595747
1e5p_A	0.08053691275167785
1e5q_D	0.2806236080178174
1e69_F	0.2623574144486692
1e6b_A	0.27319587628865977
1e6c_A	0.5411764705882353
1e6e_A	0.37636761487964987
1e6q_M	0.39879759519038077
1e7z_A	0.20809248554913296
1e8c_B	0.3682092555331992
1e9s_G	0.2107728337236534
1e9x_A	0.14253897550111358
1ec6_A	0.3448275862068966
1edg_A	0.49736842105263157
1ee9_A	0.38170347003154576
1efv_B	0.43253968253968256
1eg3_A	0.07307692307692308
1egg_B	0.1875
1eh5_A	0.5017921146953405
1eh9_A	0.36666666666666664
1ehy_A	0.6028368794326241
1ei5_A	0.21568627450980393
1eiq_A	0.33217993079584773
1eiw_A	0.45045045045045046
1eix_C	0.5
1eiy_A	0.06956521739130435
1eje_A	0.23958333333333334
1eku_B	0.015748031496062992
1elj_A	0.3605263157894737
1elk_A	0.2549019607843137
1em8_A	0.3333333333333333
1ems_A	0.4320388349514563
1eom_A	0.43462897526501765
1ep3_A	0.5144694533762058
1eq1_A	0.0963855421686747
1eq6_A	0.1111111111111111
1eq9_A	0.3108108108108108
1erj_C	0.5182072829131653
1esc_A	0.47019867549668876
1esg_B	0.33962264150943394
1esj_A	0.426056338028169
1esn_A	0.3054662379421222
1eu3_A	0.13333333333333333
1eu4_A	0.11764705882352941
1eu8_A	0.28992628992628994
1eud_B	0.43544303797468353
1euv_A	0.14479638009049775
1evs_A	0.1165644171779141
1ewq_A	0.11764705882352941
1ex9_A	0.42105263157894735
1exh_A	0.39090909090909093
1exk_A	0.0759493670886076
1ez0_A	0.2896825396825397
1ezw_A	0.43804034582132567
1ezx_C	0.16428571428571428
1f00_I	0.3723404255319149
1f0k_A	0.5555555555555556
1f0x_A	0.14342629482071714
1f13_A	0.19019607843137254
1f15_C	0.2931937172774869
1f1e_A	0.11920529801324503
1f1s_A	0.18235294117647058
1f2d_A	0.39002932551319647
1f56_B	0.4835164835164835
1f5q_D	0.0846774193548387
1f6f_A	0.03825136612021858
1f6o_A	0.037914691943127965
1f7c_A	0.06043956043956044
1f7r_A	0.22556390977443608
1f7s_A	0.1935483870967742
1f7v_A	0.16862745098039217
1f7w_A	0.2013888888888889
1f89_A	0.4907749077490775
1f8g_A	0.45549738219895286
1f8v_A	0.008450704225352112
1f8x_A	0.44871794871794873
1faa_A	0.4793388429752066
1fb1_A	0.10714285714285714
1fcd_A	0.4089775561097257
1fcf_A	0.3953488372093023
1fdd_A	0.2358490566037736
1fdn_A	0.2727272727272727
1fdo_A	0.24901960784313726
1fdt_A	0.5894736842105263
1ffu_C	0.21254355400696864
1fg3_A	0.4322033898305085
1fg9_C	0.49523809523809526
1fgu_A	0.34146341463414637
1fhv_A	0.45962732919254656
1fiv_A	0.22123893805309736
1fj2_A	0.6026200873362445
1fjd_A	0.28846153846153844
1fk2_A	0.22580645161290322
1fk8_A	0.6041666666666666
1flc_A	0.1522248243559719
1flg_A	0.4411764705882353
1fm0_D	0.4074074074074074
1fmb_A	0.18269230769230768
1fmd_2	0.3348623853211009
1fmi_A	0.25877192982456143
1fnl_A	0.5838150289017341
1fnn_A	0.42480211081794195
1fnx_H	0.39655172413793105
1fod_1	0.0761904761904762
1foe_A	0.1766304347826087
1foh_C	0.2196078431372549
1fok_A	0.20980392156862746
1fp1_D	0.4176470588235294
1fp3_A	0.3358208955223881
1fp8_A	0.246
1fps_A	0.11781609195402298
1fq1_A	0.4371584699453552
1fq3_A	0.3303964757709251
1fqt_A	0.22018348623853212
1frd_A	0.3163265306122449
1ft5_A	0.052132701421800945
1ft9_A	0.4857142857142857
1fuj_A	0.35294117647058826
1fus_A	0.07547169811320754
1fvo_B	0.48286604361370716
1fvp_A	0.05627705627705628
1fx5_A	0.19166666666666668
1fx7_A	0.24782608695652175
1fxd_A	0.46551724137931033
1fy1_A	0.3111111111111111
1fyb_A	0.15315315315315314
1fyw_A	0.3959731543624161
1fzd_A	0.05583756345177665
1g0c_A	0.42178770949720673
1g0i_A	0.1984126984126984
1g0o_C	0.6476868327402135
1g1c_A	0.6938775510204082
1g2b_A	0.1935483870967742
1g31_A	0.14953271028037382
1g43_A	0.39375
1g4u_S	0.18611111111111112
1g5b_B	0.45701357466063347
1g5c_A	0.4437869822485207
1g5q_A	0.5402298850574713
1g5z_A	0.17682926829268292
1g60_A	0.5126050420168067
1g61_A	0.14222222222222222
1g69_B	0.5
1g6a_A	0.22180451127819548
1g6e_A	0.14942528735632185
1g6h_A	0.452755905511811
1g7u_A	0.4788732394366197
1g9q_A	0.35121951219512193
1ga1_A	0.3837837837837838
1ga3_A	0.13274336283185842
1gak_A	0.014598540145985401
1gcu_A	0.4143835616438356
1gcz_C	0.2966101694915254
1gd9_A	0.3943298969072165
1gdh_A	0.525
1ge9_A	0.21739130434782608
1gg4_A	0.428246013667426
1ggp_B	0.1377952755905512
1gh2_A	0.5607476635514018
1gh8_A	0.4157303370786517
1ghe_B	0.49707602339181284
1ghr_A	0.4411764705882353
1gio_A	0.12
1gjx_A	0.37037037037037035
1gk2_A	0.029469548133595286
1gkr_A	0.31929046563192903
1gl4_A	0.08424908424908426
1gl4_B	0.651685393258427
1gl9_B	0.30980392156862746
1glb_F	0.25925925925925924
1gm6_A	0.1949685534591195
1gmm_A	0.5555555555555556
1gmu_C	0.04285714285714286
1gn0_A	0.48148148148148145
1go1_A	0.2549019607843137
1goa_A	0.4807692307692308
1goj_A	0.12429378531073447
1gp6_A	0.23714285714285716
1gp7_C	0.04838709677419355
1gpe_A	0.14901960784313725
1gph_1	0.3161290322580645
1gq7_A	0.40863787375415284
1gq8_A	0.4169278996865204
1gqf_A	0.5094339622641509
1gqi_A	0.33725490196078434
1gqo_B	0.6293706293706294
1gqt_B	0.48534201954397393
1gr0_A	0.2682926829268293
1grt_A	0.2813852813852814
1gsa_A	0.35987261146496813
1gsq_A	0.27722772277227725
1gtd_B	0.3333333333333333
1gtt_A	0.14251781472684086
1gui_A	0.49032258064516127
1gv4_A	0.3510204081632653
1gvh_A	0.3484848484848485
1gvn_B	0.3516483516483517
1gwj_A	0.46524064171123
1gwm_A	0.6013071895424836
1gx3_A	0.2391304347826087
1gxd_A	0.15098039215686274
1gxd_C	0.25
1gxm_B	0.25903614457831325
1gxs_A	0.3258426966292135
1gxt_A	0.48863636363636365
1gy8_C	0.5054054054054054
1gyg_A	0.1783783783783784
1gyt_L	0.23260437375745527
1gyw_B	0.3046875
1gz2_A	0.2517985611510791
1gzf_B	0.13744075829383887
1h14_A	0.24504950495049505
1h1i_B	0.43641618497109824
1h1o_A	0.32558139534883723
1h21_A	0.14166666666666666
1h2b_B	0.39244186046511625
1h2e_A	0.42995169082125606
1h30_A	0.18414322250639387
1h3e_A	0.1873536299765808
1h3g_A	0.34901960784313724
1h3z_A	0.3148148148148148
1h4p_A	0.4215686274509804
1h54_B	0.25098039215686274
1h5q_A	0.6461538461538462
1h65_A	0.43190661478599224
1h6d_A	0.4255874673629243
1h6x_A	0.6352201257861635
1h70_A	0.24705882352941178
1h7a_A	0.08235294117647059
1h7r_A	0.5467836257309941
1h7x_B	0.37254901960784315
1h8m_A	0.2642857142857143
1h8t_A	0.1482758620689655
1h93_A	0.3134020618556701
1h99_A	0.18181818181818182
1h9j_A	0.33793103448275863
1hcf_A	0.12396694214876033
1hcu_B	0.3231083844580777
1hdc_A	0.6324110671936759
1he1_B	0.1259259259259259
1hfe_L	0.23425692695214106
1hfo_A	0.25663716814159293
1hg8_A	0.5272206303724928
1hgu_A	0.08021390374331551
1hh2_P	0.19476744186046513
1hi9_A	0.3686131386861314
1hiz_A	0.47733333333333333
1hjr_A	0.5253164556962026
1hkg_A	0.04814004376367615
1hkv_A	0.35874439461883406
1hl6_A	0.4789915966386555
1hlq_A	0.28
1hm8_A	0.3951965065502183
1hn0_A	0.28627450980392155
1hnf_A	0.5418994413407822
1hng_A	0.49142857142857144
1hp7_A	0.05319148936170213
1hqi_A	0.24444444444444444
1hqz_1	0.2302158273381295
1hr6_D	0.2618510158013544
1hss_A	0.15315315315315314
1htn_A	0.26282051282051283
1hwn_A	0.10236220472440945
1hx2_A	0.13333333333333333
1hxh_A	0.6047430830039525
1hxm_B	0.5130434782608696
1hy5_B	0.049586776859504134
1hyg_A	0.40894568690095845
1hyh_A	0.4107744107744108
1hyl_A	0.3391304347826087
1hz4_A	0.5300546448087432
1hzh_H	0.4660831509846827
